config_id,config_idx,period,pnl_usd,max_drawdown,sharpe,win_rate,profit_factor,trades,nochop_ema,nochop_lookback,nochop_min_closes
11d432d861b6,52,2021-2022,-143.9375000000025,-0.21447670280822606,-0.6711994047622646,31.03448275862069,0.7024513222661186,203,15,20,20
11d432d861b6,52,2023-2025,123.63899999998989,-0.27962712920648225,0.3149599539729942,32.69230769230769,1.1374330623143671,364,15,20,20
11d432d861b6,52,2026,467.4149999999945,-0.10030435048512454,5.63389255776148,55.55555555555556,4.706576029770339,17,15,20,20
04b316b60981,53,2021-2022,171.94150000000263,-0.17838172642118322,0.4770240765837658,36.77685950413223,1.0924834475368501,483,15,30,6
04b316b60981,53,2023-2025,3486.9469999999883,-0.2124974801994357,2.3785913335392537,40.524433849821214,1.539704998755241,839,15,30,6
04b316b60981,53,2026,827.9270000000015,-0.2278363549227731,5.189492676778191,45.45454545454545,2.149228227887043,43,15,30,6
0a163ab1833e,54,2021-2022,176.40200000000345,-0.17920283699010997,0.4861826407917466,36.95198329853862,1.0949203879363927,478,15,30,8
0a163ab1833e,54,2023-2025,3494.154499999987,-0.21415129102509578,2.3862371255114665,40.64362336114422,1.5441177520328866,839,15,30,8
0a163ab1833e,54,2026,827.9270000000015,-0.2278363549227731,5.189492676778191,45.45454545454545,2.149228227887043,43,15,30,8
9e44d43cf406,55,2021-2022,184.80500000000256,-0.17110749583113127,0.500247917067958,37.05263157894737,1.1032779335154088,474,15,30,10
9e44d43cf406,55,2023-2025,3388.0724999999884,-0.2129481300525542,2.3363067666284283,40.35928143712575,1.5318646129621114,835,15,30,10
9e44d43cf406,55,2026,1178.6900000000005,-0.17432844434722927,6.818141691680172,47.72727272727273,2.6105870249570233,43,15,30,10
33159ea2ffd2,56,2021-2022,235.8550000000023,-0.13368613529555806,0.6046750377560658,37.93103448275862,1.1200989680960665,463,15,30,12
33159ea2ffd2,56,2023-2025,3470.9794999999876,-0.23061853911433616,2.3905657732779093,40.24539877300614,1.5540751365090721,815,15,30,12
33159ea2ffd2,56,2026,1172.2070000000022,-0.17476553465832956,6.811343207642204,46.51162790697674,2.6135494626853695,42,15,30,12
d29b117d2c34,57,2021-2022,230.00250000000437,-0.16693583384406585,0.5926207021416041,37.389380530973455,1.1185228733214334,451,15,30,14
d29b117d2c34,57,2023-2025,3368.168499999986,-0.22919490938573606,2.338948778916903,40.32869785082174,1.553182247378539,791,15,30,14
d29b117d2c34,57,2026,1431.8800000000047,-0.14108600594215115,7.876724555521305,47.61904761904761,3.157068112424154,41,15,30,14
0c109a9c010b,58,2021-2022,247.82650000000558,-0.15637427646124868,0.6358233659202385,37.16216216216216,1.1280155855000886,443,15,30,15
0c109a9c010b,58,2023-2025,3233.1004999999795,-0.22744356841992064,2.288955103912001,39.94811932555123,1.5263933406075005,771,15,30,15
0c109a9c010b,58,2026,1463.894000000002,-0.13206709399709993,8.060022979297033,47.61904761904761,3.647829963875184,41,15,30,15
39b466d93470,59,2021-2022,230.67800000000284,-0.160822512685041,0.6114596357764857,37.096774193548384,1.103647210712614,433,15,30,16
39b466d93470,59,2023-2025,3028.438499999982,-0.21689830016490153,2.215825324225147,39.257294429708224,1.5228716490482292,754,15,30,16
39b466d93470,59,2026,1223.7690000000075,-0.13671663329440598,7.270616414527154,42.22222222222222,3.1864391009789537,44,15,30,16
f70f7aa28af6,60,2021-2022,155.04850000000306,-0.13285486040872863,0.4659981995577931,37.19211822660098,1.0770965638578756,405,15,30,18
f70f7aa28af6,60,2023-2025,2802.633499999996,-0.20530656451397422,2.050057628187144,37.823129251700685,1.4904263373475717,735,15,30,18
f70f7aa28af6,60,2026,1028.05300000001,-0.11556075422261791,8.21965154331077,46.34146341463415,3.812364165839851,40,15,30,18
f0092890446c,61,2021-2022,146.31049999999846,-0.13963271911694797,0.4723890011127039,35.278514588859416,1.101380285150675,377,15,30,20
f0092890446c,61,2023-2025,2485.697499999991,-0.16783026613202023,2.0927543596750033,36.88046647230321,1.5379945172866398,686,15,30,20
f0092890446c,61,2026,847.1044999999995,-0.17134515510223203,6.834950740848605,42.5,3.204522880088887,39,15,30,20
096de13b8d49,62,2021-2022,168.0915000000009,-0.1119036055889765,0.5373007014550454,37.04735376044568,1.1441550350587408,359,15,30,21
096de13b8d49,62,2023-2025,2269.0595000000003,-0.15419332704348832,2.0957889701310153,37.29071537290715,1.5820876376415693,657,15,30,21
096de13b8d49,62,2026,746.8374999999933,-0.22679642539653355,6.165372362445666,35.13513513513514,2.822720811066034,36,15,30,21
92b30a7be772,63,2021-2022,-5.526500000001079,-0.12746225774755648,0.04928774580949319,34.21052631578947,0.9711653832494039,266,15,30,25
92b30a7be772,63,2023-2025,1261.9300000000035,-0.21343270080390675,1.4680111746742635,35.0210970464135,1.4392157940482948,474,15,30,25
92b30a7be772,63,2026,699.8860000000041,-0.14850949106607403,5.542908630198876,43.75,3.284983430587751,31,15,30,25
965d6731c511,64,2021-2022,-57.88850000000048,-0.08911379345104031,-0.49801385481580984,25.274725274725274,0.6707870831724837,91,15,30,30
965d6731c511,64,2023-2025,124.4805000000074,-0.16952351832914614,0.3598248458857067,29.239766081871345,1.1874530586087324,171,15,30,30
965d6731c511,64,2026,66.91300000000228,-0.11313672922252038,1.3395093005283607,40.0,1.18058845652265,10,15,30,30
948a793b3276,65,2021-2022,169.73100000000204,-0.1817078273760908,0.472674389154158,36.907216494845365,1.0906411571737327,484,15,40,6
948a793b3276,65,2023-2025,3470.958499999988,-0.21570284570043907,2.346135373905979,40.54696789536266,1.5283376519913765,841,15,40,6
948a793b3276,65,2026,827.9270000000015,-0.2278363549227731,5.189492676778191,45.45454545454545,2.149228227887043,43,15,40,6
84b7667b4f81,66,2021-2022,169.73100000000204,-0.1817078273760908,0.472674389154158,36.907216494845365,1.0906411571737327,484,15,40,8
84b7667b4f81,66,2023-2025,3470.958499999988,-0.21570284570043907,2.346135373905979,40.54696789536266,1.5283376519913765,841,15,40,8
84b7667b4f81,66,2026,827.9270000000015,-0.2278363549227731,5.189492676778191,45.45454545454545,2.149228227887043,43,15,40,8
c2eb41c99262,67,2021-2022,169.73100000000204,-0.1817078273760908,0.472674389154158,36.907216494845365,1.0906411571737327,484,15,40,10
c2eb41c99262,67,2023-2025,3468.181499999989,-0.21610746369878486,2.342238998613881,40.49881235154395,1.5271369105900554,842,15,40,10
c2eb41c99262,67,2026,827.9270000000015,-0.2278363549227731,5.189492676778191,45.45454545454545,2.149228227887043,43,15,40,10
b252a52f5bdc,68,2021-2022,165.1510000000021,-0.18440269238288765,0.4633956578943508,36.70103092783505,1.0888222222769266,484,15,40,12
b252a52f5bdc,68,2023-2025,3485.0324999999903,-0.2156355324026913,2.3553227630552516,40.595238095238095,1.5365959879112194,840,15,40,12
b252a52f5bdc,68,2026,827.9270000000015,-0.2278363549227731,5.189492676778191,45.45454545454545,2.149228227887043,43,15,40,12
