iter,score,final_equity,cagr,vol,sharpe,max_drawdown,logic,w1,a1,flb1,mf1,w2,a2,flb2,mf2
411,17.523571248838664,1.612496696525156,0.18812075248136373,0.07911331333488249,2.2183519946980987,-0.04795359993293513,and,75,0.15,75,4,100,0.2,75,4
364,17.50167601092162,1.6117084711591525,0.1879111880581703,0.07910028267167271,2.216474403502692,-0.04795359993293513,and,50,0.25,75,8,100,0.2,25,4
277,17.482381744752878,1.6228621750058576,0.19087053644901997,0.08065041094941768,2.206258195312609,-0.054156019956108414,and,200,0.15,100,4,200,0.2,75,4
406,17.482381744752878,1.6228621750058576,0.19087053644901997,0.08065041094941768,2.206258195312609,-0.054156019956108414,and,150,0.1,100,1,200,0.2,25,4
449,17.41178409750215,1.6084604381454062,0.18704694598308014,0.07901616892891297,2.2095389916817894,-0.04795359993293513,and,100,0.2,50,2,100,0.2,25,1
600,17.3396796283835,1.605961462797034,0.18638125479953582,0.07916423768943799,2.1984682901533485,-0.04795359993293513,and,50,0.2,100,6,100,0.2,50,6
579,17.226329968357234,1.601950041538704,0.18531128378195283,0.07921337373578378,2.1857631736174126,-0.04795359993293513,and,100,0.25,50,0,100,0.2,75,8
405,17.18680272634402,1.6004142677565398,0.18490119172430353,0.07893805413562135,2.188727101121089,-0.047953599932937574,and,50,0.1,75,8,100,0.2,100,2
420,17.123524659003504,1.6004835597845015,0.1849196999386844,0.07826645284437908,2.2070333690380717,-0.04943924038767944,and,75,0.05,50,4,50,0.2,75,8
255,17.116746863695013,1.5980668923110766,0.18427389427381025,0.07923737758024638,2.174074865921487,-0.04795359993293513,and,150,0.15,100,8,100,0.2,75,6
165,17.116746863695013,1.5980668923110766,0.18427389427381025,0.07923737758024638,2.174074865921487,-0.04795359993293513,and,200,0.05,25,8,100,0.2,75,8
348,17.11197338601021,1.6094011838309363,0.1872973758476193,0.080225022041448,2.180073598107483,-0.05415601995610919,and,200,0.05,100,8,200,0.2,100,0
613,17.003429320530152,1.6055856311175547,0.18628108136479904,0.08034636591960391,2.1662443637114177,-0.05415601995610919,and,100,0.2,100,1,200,0.2,100,2
665,16.957234914476643,1.6016589143749045,0.1852335644704315,0.07711457035651172,2.2422737910558865,-0.053745168561888934,and,75,0.15,50,6,25,0.15,25,1
326,16.93856255396551,1.5878971753343714,0.18154937983733177,0.07590581359684191,2.2357477776138523,-0.04668498637149188,and,200,0.05,25,2,50,0.2,50,1
606,16.930115229287996,1.5936175830132877,0.18308327142338254,0.0782559079128356,2.1875002126675924,-0.049439240387681105,and,200,0.15,100,1,50,0.2,100,8
691,16.899836665116894,1.5996405669872764,0.1846944979459777,0.0771532999395723,2.235290597227139,-0.053745168561888934,and,100,0.1,25,6,25,0.15,25,1
84,16.823633015091627,1.5840578848528535,0.18051791616998547,0.07633439784955905,2.212181433335279,-0.04668498637149121,and,50,0.25,75,6,50,0.2,50,2
282,16.795774463151538,1.5848856218541802,0.18074043098129922,0.07548125610183505,2.238822723337613,-0.04795359993294379,and,150,0.2,75,1,150,0.25,100,0
509,16.795774463151538,1.5848856218541802,0.18074043098129922,0.07548125610183505,2.238822723337613,-0.04795359993294379,and,100,0.05,25,2,150,0.25,100,0
696,16.75859881173599,1.5969143194081603,0.18396567252320972,0.08043466025840405,2.13966511444088,-0.054156019956108414,and,50,0.05,75,2,200,0.2,100,4
9,16.698048147249114,1.5853579362361578,0.18086736670267056,0.07814336424215335,2.1665469927321026,-0.049439240387679884,and,25,0.1,75,8,50,0.2,100,8
590,16.6799507039108,1.5796090786639527,0.17932069933129857,0.07760083790146782,2.164260178711233,-0.04668498637149343,and,50,0.05,25,2,50,0.15,50,0
563,16.61413361644691,1.5777104095507153,0.17880909284359525,0.07627251814020801,2.1949227381688954,-0.04728474073994127,and,150,0.25,25,4,50,0.2,100,4
63,16.58899523795472,1.580320291687791,0.17951223825927376,0.07744353261080289,2.170595833247554,-0.048950530091928623,and,25,0.15,25,8,50,0.15,50,0
569,16.584098127521212,1.577554435707682,0.17876704737285132,0.07571165582886867,2.2101467737661324,-0.04795359993293968,and,75,0.2,100,8,150,0.25,50,0
378,16.572367668256252,1.5770837457324507,0.1786401485661291,0.07559326012061099,2.2120656165806776,-0.047953599932939905,and,100,0.05,75,0,150,0.25,75,1
126,16.568694204140755,1.5769914863655334,0.17861527244845243,0.07566738082899957,2.2096939118849996,-0.04795359993293968,and,150,0.25,25,4,150,0.25,100,4
88,16.459403241831755,1.5731688370235068,0.17758374331808602,0.07569250854591271,2.197417813340274,-0.04795359993293968,and,200,0.15,25,6,150,0.25,75,6
44,16.43134988713119,1.5725210617669718,0.1774087846260708,0.07845385451609406,2.1208962951136274,-0.047399534460654036,and,25,0.05,75,1,75,0.2,50,1
514,16.423603653670888,1.5719037664426845,0.17724201543503204,0.07567175670860976,2.194164213629378,-0.04795359993294013,and,200,0.15,100,1,150,0.25,100,2
359,16.342078500411265,1.5696441759700812,0.1766312046264984,0.07691164620953395,2.1532760688169197,-0.04795359993294068,and,75,0.1,100,2,100,0.2,100,0
351,16.293826370843426,1.5709923442491438,0.1769957080483917,0.07784234939663089,2.132435170776602,-0.04943924038768088,and,200,0.05,100,2,50,0.2,75,6
185,16.23349235790192,1.5653233616843722,0.17546163848016838,0.07582159202607165,2.1700170130641308,-0.04795359993293968,and,200,0.05,25,2,150,0.25,25,4
65,16.23349235790192,1.5653233616843722,0.17546163848016838,0.07582159202607165,2.1700170130641308,-0.04795359993293968,and,100,0.05,75,0,150,0.25,50,4
195,16.2325806729936,1.5822076725113572,0.18002026750090905,0.07876797789054205,2.1408786858064945,-0.05679770840001108,and,25,0.2,50,6,100,0.2,50,4
267,16.121661815390446,1.5749432163388628,0.17806275265521432,0.07466160899503486,2.2321712751716962,-0.056013981754336695,and,50,0.25,50,0,25,0.2,75,6
145,16.097413887180497,1.5705463138552804,0.17687513722822445,0.07349544985026321,2.252690933088393,-0.05432890604372287,and,100,0.05,25,2,25,0.25,50,8
396,16.007078870280903,1.5726455254188552,0.17744240479501405,0.07455150359133482,2.2282926094184567,-0.057026158278594696,and,25,0.15,75,2,25,0.2,75,6
571,15.984660906695485,1.56563050161382,0.1755448437775482,0.07328797120667761,2.2434282874809526,-0.05383075229599621,and,25,0.15,50,2,25,0.25,25,4
187,15.734542955634016,1.5614156728649229,0.17440211946862094,0.07537684779044838,2.1704111230388374,-0.05581749105494993,and,25,0.2,25,6,150,0.25,75,6
561,15.686253161875538,1.5597284246822183,0.17394412012783556,0.07536981217449672,2.1654314036789595,-0.05581749105494993,and,25,0.2,25,2,150,0.25,75,4
415,15.592252344918158,1.5364934657906282,0.167604581457784,0.07533751463060423,2.0944550800025463,-0.044308666817230336,and,75,0.1,100,6,50,0.25,25,8
285,15.516687783576188,1.5538904274774186,0.17235696215369956,0.07550643067651161,2.143732241907259,-0.05581749105494793,and,25,0.25,100,6,150,0.25,25,1
261,15.402179531017575,1.5342378688527167,0.16698589873085945,0.07539172552398046,2.085972179020964,-0.04678792863157699,and,25,0.05,100,1,100,0.2,100,0
105,15.226029977786252,1.5257857053631834,0.16466238814571788,0.0741307958255491,2.0932976914528427,-0.045737153650239115,and,75,0.05,50,2,75,0.25,100,2
432,15.08258900021751,1.5179862133943416,0.1625109874095958,0.07319537624258338,2.0938472002390482,-0.04430866681723189,and,75,0.1,75,4,50,0.25,50,2
666,15.04716655624544,1.5167354515578435,0.1621653220935435,0.07311015761694266,2.092135375505044,-0.04430866681722867,and,200,0.15,25,0,50,0.25,100,4
566,14.737213583271092,1.5093881047757882,0.1601310932245552,0.07484598287499473,2.02192388665491,-0.04573715365023767,and,75,0.1,50,6,75,0.25,25,0
661,14.734071475740322,1.506706280929153,0.15938701135357203,0.07452860104878119,2.021607362489273,-0.044308666817230336,and,75,0.05,75,4,50,0.25,75,8
251,14.653705694252178,1.506795860872474,0.15941187929868206,0.07542524475944906,1.9987508937921405,-0.045737153650242,and,50,0.25,100,8,75,0.25,50,6
107,14.637568520971033,1.5062520485512678,0.15926089909372676,0.07543905200567101,1.9966725882209115,-0.045737153650242,and,100,0.15,75,8,75,0.25,75,8
114,14.60624622207165,1.5051802189373822,0.15896322185667433,0.07542744543297927,1.993563437832636,-0.045737153650242,and,75,0.2,50,0,75,0.25,50,8
354,14.600123254088153,1.5049783765423976,0.15890714938570416,0.07544278966857486,1.9925319960596732,-0.045737153650242,and,50,0.2,25,8,75,0.25,75,4
37,14.579127316248886,1.507045472509936,0.15948116804461931,0.07483558001518065,2.0147063768842135,-0.04752685353310304,and,25,0.2,100,8,50,0.25,50,6
630,14.533906272673963,1.4997004767426712,0.15743922221978823,0.0740749261949218,2.0108347831134874,-0.04430866681723211,and,200,0.05,100,4,50,0.25,100,6
337,14.504571423195413,1.5015349978265469,0.15794982619933062,0.07499765229823657,1.9928929715487929,-0.04573715365024089,and,50,0.25,100,1,75,0.25,50,2
115,14.476004315441514,1.500768761629307,0.1577366074797273,0.07547191335076417,1.9784024999617735,-0.045737153650242,and,200,0.25,100,0,75,0.25,50,4
103,14.470705705676977,1.5002747431723211,0.1575991012437581,0.07474565544651321,1.9953065276262816,-0.04573715365023945,and,100,0.05,25,4,75,0.25,75,2
453,14.446642346633688,1.4997643152307134,0.15745699714929295,0.07545608305680887,1.9756006284329888,-0.045737153650242,and,50,0.25,25,6,75,0.25,25,8
130,14.339224059123975,1.4961288656278677,0.15644398583201813,0.07548127911839016,1.9633663168685258,-0.045737153650242,and,50,0.2,75,8,75,0.25,25,4
93,14.230062814358497,1.491637376150461,0.15519026537267777,0.07364291103358074,1.9957879192052226,-0.04573715365023778,and,75,0.1,100,4,75,0.25,75,0
595,14.201031263093977,1.4913403320778018,0.15510726570848554,0.0752289688120878,1.9543247495150449,-0.045737153650242,and,75,0.1,50,6,75,0.25,25,1
116,14.194101276681554,1.4874061925401845,0.15400699540533602,0.07228724385258974,2.0176701540192066,-0.044308666817233,and,100,0.15,100,1,50,0.25,75,2
688,14.160483147765962,1.4954759341178747,0.15626188104939787,0.07538681164845926,1.9636430948448613,-0.04895053009192507,and,25,0.1,100,4,75,0.25,25,2
32,14.08669424199691,1.4838006991989876,0.1529970035443542,0.07231354366481571,2.004854456846284,-0.044308666817233,and,200,0.05,100,6,50,0.25,75,2
199,14.036530208563594,1.4912815484187572,0.15509083920324196,0.07539711737758324,1.9499455856713082,-0.04895053009192507,and,25,0.1,100,8,75,0.25,75,4
252,13.955562032970779,1.4918165714616434,0.15524033078163568,0.07319485900256519,2.008149406096852,-0.051450914964824346,and,200,0.15,75,8,25,0.1,100,4
104,13.539783632008831,1.481067036489051,0.1522301878685024,0.0740677092282949,1.950124131823403,-0.05316594441506217,and,25,0.2,100,8,50,0.2,50,0
214,13.496194926336418,1.4703451690399405,0.1492138486370298,0.07273255054021419,1.9485354974295193,-0.047989153721626376,and,100,0.25,100,0,25,0.15,25,0
258,13.241787476150275,1.4681561784608947,0.1485963020171528,0.07103847428508285,1.9857253568216333,-0.05221410807951643,and,100,0.25,75,4,25,0.05,75,2
87,13.209665423716315,1.4613014017222705,0.14665865233753972,0.07413817571407971,1.8829603732186209,-0.04795359993293935,and,75,0.05,50,2,200,0.25,50,6
297,13.200831605331585,1.4709472015604215,0.149383587862294,0.06970401484988695,2.0322266128082025,-0.05507280974603834,and,75,0.1,75,4,25,0.2,75,4
363,13.119883814118086,1.458306038161566,0.14581012433420648,0.07413292423503298,1.8731027546888133,-0.04795359993293935,and,25,0.05,25,8,200,0.25,25,1
283,13.112559601711068,1.457243932632905,0.14550898304121107,0.07386759555556686,1.876007948490594,-0.047526853533106705,and,25,0.25,75,8,50,0.25,75,6
543,13.103093611768196,1.4577591867578372,0.14565509177785518,0.074163818455072,1.8705288612592914,-0.04795359993293935,and,150,0.05,50,4,200,0.25,25,1
547,13.103093611768196,1.4577591867578372,0.14565509177785518,0.074163818455072,1.8705288612592914,-0.04795359993293935,and,150,0.1,75,0,200,0.25,75,6
236,13.069272648097735,1.4566256385397591,0.14533361203986206,0.07414569506338844,1.8671828815169909,-0.04795359993293935,and,50,0.15,100,8,200,0.25,75,6
626,13.069272648097735,1.4566256385397591,0.14533361203986206,0.07414569506338844,1.8671828815169909,-0.04795359993293935,and,50,0.15,75,6,200,0.25,50,8
189,13.046883409317811,1.4487547962774137,0.14309698069160404,0.07153912815947011,1.9052373620382823,-0.044308666817234665,and,50,0.15,25,4,50,0.25,50,0
156,12.906588032963008,1.455615145510203,0.14504689649880476,0.06722953732647632,2.048273751794282,-0.052444769856292206,and,25,0.15,100,4,25,0.1,50,1
504,12.658149998468202,1.4429161657474459,0.14143281334248425,0.07397940854524271,1.8250973217342352,-0.04795359993294679,and,150,0.15,25,1,100,0.25,50,1
322,12.515596852789619,1.4381698697299357,0.14007681618703294,0.07388739026649936,1.8111904614663379,-0.04795359993293691,and,100,0.1,100,4,100,0.25,25,0
636,12.509991257449537,1.4380427983861512,0.14004047313858758,0.07403706449275971,1.8072478804762322,-0.04795359993294679,and,200,0.1,100,1,100,0.25,25,1
12,12.383705358587013,1.433951803834167,0.1388693293725729,0.07422966121566914,1.7889048359541257,-0.04795359993294679,and,100,0.15,50,2,100,0.25,25,4
654,12.356403220131119,1.4327941029854157,0.13853752253502005,0.0735555056582936,1.8006619265524393,-0.047953599932942126,and,150,0.1,50,8,100,0.25,50,0
355,12.277839556815945,1.430475884676184,0.13787258606167896,0.0742552716015974,1.7765218945907753,-0.04795359993294679,and,150,0.05,25,2,100,0.25,25,4
481,12.277839556815945,1.430475884676184,0.13787258606167896,0.0742552716015974,1.7765218945907753,-0.04795359993294679,and,150,0.1,25,4,100,0.25,25,8
637,12.015908753648617,1.4386858302216532,0.14022436241876224,0.07369406651546337,1.8175044089684038,-0.05830559385423617,and,25,0.2,50,2,200,0.25,25,4
516,11.952401205874441,1.4177361154954915,0.13420607780268612,0.0688883575815464,1.8625022233741295,-0.04798915372162471,and,150,0.1,100,2,25,0.2,25,0
620,11.617011920459579,1.417090659937294,0.13401975600955351,0.06741244690247053,1.8993550495035452,-0.05469282410495091,and,200,0.1,50,4,25,0.2,50,2
177,11.607930921991901,1.4064598945667652,0.13094316770700454,0.06867423799265342,1.8261436747453674,-0.04798915372162471,and,100,0.15,75,2,25,0.2,25,0
339,10.795838025961672,1.3829459159180384,0.12408492484045697,0.0662324004486271,1.7991488457508482,-0.05024457761918899,and,150,0.1,25,0,25,0.2,100,4
319,8.189301096270507,1.2947449142912222,0.0976739620507232,0.061397462795691006,1.54855974531293,-0.047047499629165546,and,200,0.1,50,2,25,0.15,100,2
31,7.180255143186115,1.2606360325376442,0.08715219482686676,0.05331798535369734,1.5938793520368768,-0.04663808031037997,and,50,0.2,100,8,25,0.05,100,1
248,6.002119443855509,1.2280120077778556,0.0769168061273573,0.05100976463420077,1.4781992383293738,-0.048573215760898125,and,150,0.15,75,6,25,0.1,100,0
21,5.583138826496121,1.2137679730313624,0.07239338090782299,0.04977376481121865,1.429089496218497,-0.04741488024790852,and,25,0.05,50,1,25,0.15,100,1
30,5.501429409068945,1.2121186282357357,0.0718674167380533,0.05515952333836871,1.2857792732630153,-0.04656403802735787,and,75,0.2,50,0,25,0.25,50,0
321,5.479824171094725,1.211502790112541,0.0716709131035238,0.05518586662026453,1.2818695242204754,-0.04656403802735787,and,150,0.1,50,1,25,0.25,50,0
92,5.436411147508176,1.2088982203485181,0.07083913167637146,0.04811645166823271,1.4464839845331354,-0.04741488024791074,and,75,0.25,75,0,25,0.2,100,1
241,5.431158331613282,1.2100909994104578,0.07122019323225603,0.055166183042625605,1.274681819511143,-0.04656403802735787,and,75,0.1,100,4,25,0.25,50,0
627,5.341682361394233,1.2068844156940788,0.07019522823430102,0.04985046180561616,1.385807100719114,-0.04741488024790852,and,100,0.2,50,0,25,0.15,100,1
153,4.873018976898178,1.1912693742697018,0.06517893437487743,0.055924722377500395,1.1570177382057978,-0.044467666593849264,and,100,0.1,100,2,25,0.05,75,0
403,4.873018976898178,1.1912693742697018,0.06517893437487743,0.055924722377500395,1.1570177382057978,-0.044467666593849264,and,200,0.05,25,8,25,0.05,75,0
384,4.674241591362776,1.1821585264947934,0.062232656794839025,0.05094073406841629,1.2106178317241458,-0.043086660079663996,and,200,0.2,50,6,25,0.25,75,1
113,4.674241591362776,1.1821585264947934,0.062232656794839025,0.05094073406841629,1.2106178317241458,-0.043086660079663996,and,75,0.25,100,2,25,0.25,75,1
58,4.239928492413241,1.1725743385789267,0.0591176020775428,0.053108189809573804,1.108033915849403,-0.0445169734653148,and,50,0.1,50,1,25,0.15,75,0
640,3.83924893740712,1.1672384691510196,0.05737627926727695,0.050780134889034455,1.1240471870377926,-0.04920805165678943,and,50,0.15,100,2,25,0.2,75,0
